5QualifyingScene.js:493 Car Position - X: 1458, Y: 1023, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2281, Y: 1245, Rotation: 23
QualifyingScene.js:493 Car Position - X: 2282, Y: 1244, Rotation: 21
QualifyingScene.js:493 Car Position - X: 2283, Y: 1244, Rotation: 18
QualifyingScene.js:493 Car Position - X: 2284, Y: 1243, Rotation: 16
QualifyingScene.js:493 Car Position - X: 2285, Y: 1242, Rotation: 14
QualifyingScene.js:493 Car Position - X: 2286, Y: 1242, Rotation: 11
QualifyingScene.js:493 Car Position - X: 2287, Y: 1241, Rotation: 9
QualifyingScene.js:493 Car Position - X: 2288, Y: 1241, Rotation: 6
QualifyingScene.js:493 Car Position - X: 2289, Y: 1240, Rotation: 4
QualifyingScene.js:493 Car Position - X: 2289, Y: 1240, Rotation: 1
QualifyingScene.js:493 Car Position - X: 2290, Y: 1239, Rotation: -1
QualifyingScene.js:493 Car Position - X: 2291, Y: 1239, Rotation: -3
QualifyingScene.js:493 Car Position - X: 2291, Y: 1238, Rotation: -6
QualifyingScene.js:493 Car Position - X: 2292, Y: 1238, Rotation: -8
QualifyingScene.js:493 Car Position - X: 2293, Y: 1238, Rotation: -11
QualifyingScene.js:493 Car Position - X: 2293, Y: 1237, Rotation: -13
QualifyingScene.js:493 Car Position - X: 2294, Y: 1237, Rotation: -16
QualifyingScene.js:493 Car Position - X: 2294, Y: 1236, Rotation: -18
QualifyingScene.js:493 Car Position - X: 2295, Y: 1236, Rotation: -20
QualifyingScene.js:493 Car Position - X: 2295, Y: 1236, Rotation: -23
QualifyingScene.js:493 Car Position - X: 2296, Y: 1236, Rotation: -25
QualifyingScene.js:493 Car Position - X: 2296, Y: 1235, Rotation: -28
QualifyingScene.js:493 Car Position - X: 2297, Y: 1235, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2297, Y: 1234, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2296, Y: 1234, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2296, Y: 1233, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2295, Y: 1232, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2295, Y: 1231, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2294, Y: 1230, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2294, Y: 1229, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2293, Y: 1228, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2292, Y: 1227, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2291, Y: 1225, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2290, Y: 1224, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2289, Y: 1222, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2288, Y: 1220, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2287, Y: 1218, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2286, Y: 1216, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2285, Y: 1214, Rotation: -33
QualifyingScene.js:493 Car Position - X: 2284, Y: 1212, Rotation: -35
QualifyingScene.js:493 Car Position - X: 2282, Y: 1210, Rotation: -37
QualifyingScene.js:493 Car Position - X: 2281, Y: 1208, Rotation: -40
QualifyingScene.js:493 Car Position - X: 2279, Y: 1206, Rotation: -42
QualifyingScene.js:493 Car Position - X: 2277, Y: 1204, Rotation: -44
QualifyingScene.js:493 Car Position - X: 2275, Y: 1201, Rotation: -47
QualifyingScene.js:493 Car Position - X: 2273, Y: 1199, Rotation: -49
QualifyingScene.js:493 Car Position - X: 2271, Y: 1197, Rotation: -51
QualifyingScene.js:493 Car Position - X: 2269, Y: 1196, Rotation: -54
QualifyingScene.js:493 Car Position - X: 2267, Y: 1194, Rotation: -56
QualifyingScene.js:493 Car Position - X: 2264, Y: 1192, Rotation: -58
QualifyingScene.js:493 Car Position - X: 2262, Y: 1190, Rotation: -61
QualifyingScene.js:493 Car Position - X: 2259, Y: 1189, Rotation: -63
QualifyingScene.js:493 Car Position - X: 2256, Y: 1187, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2254, Y: 1186, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2251, Y: 1184, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2248, Y: 1183, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2245, Y: 1182, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2241, Y: 1180, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2238, Y: 1179, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2234, Y: 1178, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2231, Y: 1176, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1175, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -70
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -73
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -78
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -80
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -82
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -85
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -87
37QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -90
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -88
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -85
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -83
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -80
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -78
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -75
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -73
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -70
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -63
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -60
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -58
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -55
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -53
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -50
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -48
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -45
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -43
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -41
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -38
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -36
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -33
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -31
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -28
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -26
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -23
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -21
QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -18
4QualifyingScene.js:493 Car Position - X: 2229, Y: 1174, Rotation: -16
5QualifyingScene.js:493 Car Position - X: 2229, Y: 1173, Rotation: -16
4QualifyingScene.js:493 Car Position - X: 2229, Y: 1172, Rotation: -16
5QualifyingScene.js:493 Car Position - X: 2229, Y: 1171, Rotation: -16
4QualifyingScene.js:493 Car Position - X: 2229, Y: 1170, Rotation: -16
5QualifyingScene.js:493 Car Position - X: 2229, Y: 1169, Rotation: -16
QualifyingScene.js:493 Car Position - X: 2229, Y: 1168, Rotation: -16
QualifyingScene.js:493 Car Position - X: 2229, Y: 1168, Rotation: -13
QualifyingScene.js:493 Car Position - X: 2229, Y: 1168, Rotation: -11
QualifyingScene.js:493 Car Position - X: 2229, Y: 1168, Rotation: -8
QualifyingScene.js:493 Car Position - X: 2229, Y: 1168, Rotation: -6
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: -3
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: -1
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 1
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 4
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 6
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 9
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 11
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 14
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 16
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 19
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 21
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 24
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 26
QualifyingScene.js:493 Car Position - X: 2229, Y: 1167, Rotation: 29
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 31
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 34
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 36
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 39
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 41
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 43
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 46
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 48
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 51
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 53
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 56
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 58
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 61
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 63
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 66
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 68
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 71
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 73
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 76
QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 78
6QualifyingScene.js:493 Car Position - X: 2229, Y: 1166, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2230, Y: 1166, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2230, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2231, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2232, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2233, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2234, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2235, Y: 1165, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2237, Y: 1164, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2238, Y: 1164, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2240, Y: 1164, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2241, Y: 1164, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2243, Y: 1163, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2245, Y: 1163, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2247, Y: 1163, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2249, Y: 1162, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2251, Y: 1162, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2254, Y: 1162, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2256, Y: 1161, Rotation: 81
QualifyingScene.js:493 Car Position - X: 2259, Y: 1161, Rotation: 78
QualifyingScene.js:493 Car Position - X: 2262, Y: 1160, Rotation: 76
QualifyingScene.js:493 Car Position - X: 2264, Y: 1160, Rotation: 74
QualifyingScene.js:493 Car Position - X: 2267, Y: 1159, Rotation: 71
QualifyingScene.js:493 Car Position - X: 2270, Y: 1158, Rotation: 69
QualifyingScene.js:493 Car Position - X: 2273, Y: 1157, Rotation: 67
QualifyingScene.js:493 Car Position - X: 2276, Y: 1156, Rotation: 64
QualifyingScene.js:493 Car Position - X: 2278, Y: 1155, Rotation: 62
QualifyingScene.js:493 Car Position - X: 2281, Y: 1154, Rotation: 60
QualifyingScene.js:493 Car Position - X: 2284, Y: 1152, Rotation: 57
QualifyingScene.js:493 Car Position - X: 2287, Y: 1150, Rotation: 55
QualifyingScene.js:493 Car Position - X: 2289, Y: 1149, Rotation: 53
QualifyingScene.js:493 Car Position - X: 2292, Y: 1147, Rotation: 50
QualifyingScene.js:493 Car Position - X: 2295, Y: 1145, Rotation: 48
QualifyingScene.js:493 Car Position - X: 2297, Y: 1143, Rotation: 46
QualifyingScene.js:493 Car Position - X: 2300, Y: 1140, Rotation: 43
QualifyingScene.js:493 Car Position - X: 2302, Y: 1138, Rotation: 41
QualifyingScene.js:493 Car Position - X: 2305, Y: 1136, Rotation: 39
QualifyingScene.js:493 Car Position - X: 2307, Y: 1133, Rotation: 36
QualifyingScene.js:493 Car Position - X: 2309, Y: 1130, Rotation: 34
QualifyingScene.js:493 Car Position - X: 2311, Y: 1127, Rotation: 32
QualifyingScene.js:493 Car Position - X: 2313, Y: 1124, Rotation: 30
QualifyingScene.js:493 Car Position - X: 2315, Y: 1121, Rotation: 27
QualifyingScene.js:493 Car Position - X: 2317, Y: 1118, Rotation: 25
QualifyingScene.js:493 Car Position - X: 2319, Y: 1115, Rotation: 23
QualifyingScene.js:493 Car Position - X: 2320, Y: 1111, Rotation: 20
QualifyingScene.js:493 Car Position - X: 2322, Y: 1108, Rotation: 18
QualifyingScene.js:493 Car Position - X: 2323, Y: 1104, Rotation: 16
QualifyingScene.js:493 Car Position - X: 2324, Y: 1101, Rotation: 14
QualifyingScene.js:493 Car Position - X: 2325, Y: 1097, Rotation: 11
QualifyingScene.js:493 Car Position - X: 2326, Y: 1093, Rotation: 9
QualifyingScene.js:493 Car Position - X: 2327, Y: 1089, Rotation: 7
QualifyingScene.js:493 Car Position - X: 2328, Y: 1085, Rotation: 4
QualifyingScene.js:493 Car Position - X: 2328, Y: 1082, Rotation: 2
QualifyingScene.js:493 Car Position - X: 2328, Y: 1078, Rotation: 0
QualifyingScene.js:493 Car Position - X: 2328, Y: 1074, Rotation: -2
QualifyingScene.js:493 Car Position - X: 2328, Y: 1070, Rotation: -5
QualifyingScene.js:493 Car Position - X: 2328, Y: 1065, Rotation: -7
QualifyingScene.js:493 Car Position - X: 2328, Y: 1061, Rotation: -9
QualifyingScene.js:493 Car Position - X: 2327, Y: 1057, Rotation: -12
QualifyingScene.js:493 Car Position - X: 2327, Y: 1053, Rotation: -14
QualifyingScene.js:493 Car Position - X: 2326, Y: 1049, Rotation: -16
QualifyingScene.js:493 Car Position - X: 2325, Y: 1045, Rotation: -18
QualifyingScene.js:493 Car Position - X: 2324, Y: 1041, Rotation: -21
QualifyingScene.js:493 Car Position - X: 2322, Y: 1037, Rotation: -23
QualifyingScene.js:493 Car Position - X: 2321, Y: 1033, Rotation: -25
QualifyingScene.js:493 Car Position - X: 2319, Y: 1029, Rotation: -27
QualifyingScene.js:493 Car Position - X: 2318, Y: 1026, Rotation: -30
QualifyingScene.js:493 Car Position - X: 2317, Y: 1022, Rotation: -32
QualifyingScene.js:493 Car Position - X: 2316, Y: 1019, Rotation: -34
QualifyingScene.js:493 Car Position - X: 2314, Y: 1015, Rotation: -37
QualifyingScene.js:493 Car Position - X: 2313, Y: 1012, Rotation: -39
QualifyingScene.js:493 Car Position - X: 2312, Y: 1009, Rotation: -41
QualifyingScene.js:493 Car Position - X: 2311, Y: 1006, Rotation: -44
QualifyingScene.js:493 Car Position - X: 2310, Y: 1004, Rotation: -46
QualifyingScene.js:493 Car Position - X: 2309, Y: 1001, Rotation: -48
QualifyingScene.js:493 Car Position - X: 2308, Y: 999, Rotation: -51
QualifyingScene.js:493 Car Position - X: 2307, Y: 996, Rotation: -53
QualifyingScene.js:493 Car Position - X: 2306, Y: 994, Rotation: -55
QualifyingScene.js:493 Car Position - X: 2305, Y: 991, Rotation: -58
QualifyingScene.js:493 Car Position - X: 2304, Y: 989, Rotation: -60
QualifyingScene.js:493 Car Position - X: 2304, Y: 987, Rotation: -62
QualifyingScene.js:493 Car Position - X: 2303, Y: 985, Rotation: -65
QualifyingScene.js:493 Car Position - X: 2302, Y: 983, Rotation: -67
QualifyingScene.js:493 Car Position - X: 2302, Y: 981, Rotation: -70
QualifyingScene.js:493 Car Position - X: 2301, Y: 980, Rotation: -72
QualifyingScene.js:493 Car Position - X: 2300, Y: 978, Rotation: -74
QualifyingScene.js:493 Car Position - X: 2300, Y: 976, Rotation: -77
QualifyingScene.js:493 Car Position - X: 2299, Y: 975, Rotation: -79
QualifyingScene.js:493 Car Position - X: 2298, Y: 973, Rotation: -82
QualifyingScene.js:493 Car Position - X: 2298, Y: 972, Rotation: -84
QualifyingScene.js:493 Car Position - X: 2297, Y: 970, Rotation: -86
QualifyingScene.js:493 Car Position - X: 2297, Y: 969, Rotation: -89
QualifyingScene.js:493 Car Position - X: 2296, Y: 968, Rotation: -91
QualifyingScene.js:493 Car Position - X: 2296, Y: 967, Rotation: -94
QualifyingScene.js:493 Car Position - X: 2296, Y: 965, Rotation: -96
QualifyingScene.js:493 Car Position - X: 2295, Y: 964, Rotation: -98
QualifyingScene.js:493 Car Position - X: 2295, Y: 963, Rotation: -101
QualifyingScene.js:493 Car Position - X: 2294, Y: 962, Rotation: -103
QualifyingScene.js:493 Car Position - X: 2294, Y: 961, Rotation: -106
QualifyingScene.js:493 Car Position - X: 2294, Y: 960, Rotation: -108
QualifyingScene.js:493 Car Position - X: 2293, Y: 959, Rotation: -111
QualifyingScene.js:493 Car Position - X: 2293, Y: 958, Rotation: -113
QualifyingScene.js:493 Car Position - X: 2293, Y: 958, Rotation: -115
QualifyingScene.js:493 Car Position - X: 2292, Y: 957, Rotation: -118
QualifyingScene.js:493 Car Position - X: 2292, Y: 956, Rotation: -120
QualifyingScene.js:493 Car Position - X: 2291, Y: 956, Rotation: -123
QualifyingScene.js:493 Car Position - X: 2290, Y: 957, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2289, Y: 958, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2288, Y: 958, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2287, Y: 959, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2286, Y: 960, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2285, Y: 961, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2284, Y: 962, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2282, Y: 963, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2281, Y: 964, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2279, Y: 965, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2277, Y: 966, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2275, Y: 967, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2273, Y: 969, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2271, Y: 970, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2269, Y: 972, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2267, Y: 973, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2265, Y: 975, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2262, Y: 977, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2260, Y: 978, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2257, Y: 980, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2254, Y: 982, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2252, Y: 984, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2249, Y: 986, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2246, Y: 988, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2242, Y: 991, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2239, Y: 993, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2236, Y: 995, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2233, Y: 998, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2229, Y: 1000, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2225, Y: 1003, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2222, Y: 1005, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2218, Y: 1008, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2214, Y: 1011, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2210, Y: 1013, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2206, Y: 1016, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2202, Y: 1019, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2197, Y: 1022, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2193, Y: 1025, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2189, Y: 1029, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2106, Y: 1087, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2103, Y: 1089, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2100, Y: 1091, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2097, Y: 1093, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2093, Y: 1096, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2090, Y: 1098, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2086, Y: 1101, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2082, Y: 1103, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2079, Y: 1106, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2075, Y: 1109, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2071, Y: 1112, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2067, Y: 1115, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2016, Y: 1150, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2013, Y: 1153, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2009, Y: 1153, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2008, Y: 1153, Rotation: -125
3QualifyingScene.js:493 Car Position - X: 2007, Y: 1153, Rotation: -125
4QualifyingScene.js:493 Car Position - X: 2006, Y: 1153, Rotation: -125
QualifyingScene.js:493 Car Position - X: 2006, Y: 1153, Rotation: -123
QualifyingScene.js:493 Car Position - X: 2006, Y: 1153, Rotation: -120
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -118
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -115
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -113
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -110
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -108
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -106
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -103
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -101
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -98
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -96
QualifyingScene.js:493 Car Position - X: 2005, Y: 1153, Rotation: -93
QualifyingScene.js:493 Car Position - X: 2004, Y: 1153, Rotation: -91
4QualifyingScene.js:493 Car Position - X: 2004, Y: 1153, Rotation: -88
3QualifyingScene.js:493 Car Position - X: 2003, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 2002, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 2001, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 2000, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1999, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1998, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1997, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1996, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1994, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1993, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1991, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1989, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1987, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1985, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1983, Y: 1153, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1980, Y: 1152, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1978, Y: 1152, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1976, Y: 1152, Rotation: -88
QualifyingScene.js:493 Car Position - X: 1973, Y: 1152, Rotation: -86
QualifyingScene.js:493 Car Position - X: 1970, Y: 1152, Rotation: -84
QualifyingScene.js:493 Car Position - X: 1967, Y: 1152, Rotation: -81
QualifyingScene.js:493 Car Position - X: 1964, Y: 1152, Rotation: -79
QualifyingScene.js:493 Car Position - X: 1961, Y: 1151, Rotation: -77
QualifyingScene.js:493 Car Position - X: 1959, Y: 1151, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1956, Y: 1150, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1953, Y: 1149, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1950, Y: 1148, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1946, Y: 1147, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1943, Y: 1146, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1940, Y: 1145, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1936, Y: 1144, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1932, Y: 1143, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1929, Y: 1142, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1925, Y: 1141, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1921, Y: 1140, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1917, Y: 1139, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1912, Y: 1138, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1908, Y: 1137, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1904, Y: 1135, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1899, Y: 1134, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1894, Y: 1133, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1890, Y: 1131, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1885, Y: 1130, Rotation: -74
QualifyingScene.js:493 Car Position - X: 1880, Y: 1129, Rotation: -74
